CONSOLIDATED_ID,REPRESENTATIVE_STOP,STOPS_IN_CLUSTER,NUM_STOPS,LAT,LONG
C1281,"AP LEI CHAU DRIVE/<br>Ap Lei Chau Drive, Ap Lei Chau Bridge Road",452;451,2,22.2436318,114.1566289
C1282,"LEE CHI ROAD/<br>Lee Chi Road, Ap Lei Chau Bridge Road",453;450,2,22.24327942,114.1551641
C1283,AP LEI CHAU ESTATE BUS TERMINUS/<br>Ap Lei Chau Estate,454;8028;1479;449,4,22.24417048,114.150313625
C1284,"MEI FAI COURT/<br>Mei Fai Court South Horizons, South Horizon Drive",3134;458,2,22.243246475,114.14675365
C1285,"HOI WAN COURT/<br>Hoi Wan Court South Horizons, South Horizon Drive",1481,1,22.2444521,114.1469474
C1286,"THE OASIS/<br>The Oasis, Lee Nam Road",1153,1,22.24278204,114.1504982
C1287,"SEWAGE TREATMENT WORKS/<br>Sewage Treatment Plant, Lee Nam Road",1154;1134,2,22.23964825,114.1495869
C1288,"HORIZON PLAZA/<br>Horizon Plaza, Lee Nam Road",1155,1,22.23904357,114.151983
C1289,AP LEI CHAU (LEE LOK ST.) BUS TERMINUS/<br>Ap Lei Chau (Lee Lok Street),8029;1133;12519,3,22.238005206666667,114.15305996666666
C1290,"YI NAM ROAD/<br>Yi Nam Road, Lee Nam Road",1135,1,22.24102971,114.1482674
C1291,"YUE ON COURT/<br>Yue On Court, Lei Tung Estate Road",3135,1,22.24292755,114.1578125
C1292,SIU HONG ROAD,13338;10000015,2,22.414589615,113.97718425
C1293,"MA ON SHAN PARK/<br>Ma On Shan Park, On Chun Street",1104,1,22.42608662,114.2315121
C1294,"LEUNG KIT WAH PRIMARY SCHOOL/<br>Leung Kit Wah Primary School, Po Fung Road",1054,1,22.32372444,114.2560775
C1295,TIN SHUI BUS TERMINUS,9905,1,22.45535555,113.9986843
C1296,BANYAN GARDENS,12436,1,22.33506554,114.1476853
C1297,DORSET CRESCENT,4241,1,22.33896937,114.177583
C1298,THE HONG KONG BUDDHIST HOSPITAL,4219,1,22.33598884,114.1887656
C1299,TSUI LAI GARDEN BLOCK 3,13358,1,22.50885266,114.1290077
C1300,SUNNINGDALE GARDEN,12935;6608,2,22.50186428,114.1330141
C1301,GREENERY PLAZA,6257;10000037,2,22.45226556,114.16306915
C1302,TAI PO PUBLIC SWIMMING POOL,6293,1,22.45474,114.1642541
C1303,EIGHTLAND GARDENS,6288;12509,2,22.452879895,114.16662
C1304,HENG WING HOUSE FU HENG ESTATE,13158;10000238,2,22.45970267,114.1728715
C1305,NETHERSOLE HOSPITAL,6298,1,22.45987879,114.1743872
C1306,WANG FUK COURT,6266;6267,2,22.44743484,114.1747954
C1307,KWONG FUK,10000154;6269;6268,3,22.44865696333333,114.17464319999999
C1308,CHATEAU ROYALE,6254;6255,2,22.442441,114.1788853
C1309,LAI CHI HANG,6249;6248,2,22.43490044,114.1835382
C1310,CHUNG TSAI YUEN,6246;6247,2,22.43266976,114.1865785
C1311,CHUNG TSAI YUEN LOOKOUT,6244,1,22.43336474,114.1914258
C1312,DEERHILL BAY,6243;6242,2,22.43145001,114.194194
C1313,CHEUNG SHUE TAN,6240;6241,2,22.42623015,114.1963789
C1314,NG UK VILLAGE,6597;6633,2,22.496390435000002,114.1280644
C1315,WAN TAU STREET TAI PO,6275,1,22.44679346,114.1681116
C1316,CHUI YI STREET TAI PO,6256,1,22.45372848,114.1629135
C1317,REDLAND GARDEN,6253;6252,2,22.44102318,114.1809447
C1318,SAVANNA GARDEN,6251;6250,2,22.43819207,114.18287775
C1319,TAI PO MEI,10273;10274,2,22.42021588,114.1960769
C1320,CHEK NAI PING,10275;10276,2,22.41830065,114.2017489
C1321,CHINESE UNIVERSITY,6237,1,22.41746951,114.2038273
C1322,CHUNG CHI COLLEGE,6238;6239,2,22.41343214,114.2079252
C1323,LAI PING ROAD,6120;6235,2,22.4106684,114.2099836
C1324,KAU TO SHAN ROAD,6122;6123,2,22.40641531,114.2086618
C1325,KOWLOON RESERVOIR,6026;6025,2,22.35510591,114.1581565
C1326,SHEK LEI PUI RESERVOIR,6027;6028,2,22.34887412,114.1527694
C1327,CALDECOTT ROAD,6029;6030,2,22.34425019,114.1509354
C1328,VILLA CARLTON,6032;6031,2,22.34386243,114.1546827
C1329,MEI HO HOUSE,9170,1,22.33455283,114.1630419
C1330,SHA TIN HEIGHTS,12955;6034,2,22.3691494,114.1712915
C1331,TAI WAI NEW VILLAGE,6035,1,22.37301455,114.1747771
C1332,LOK LO HA,6124,1,22.40525083,114.2062432
C1333,SEAVIEW VILLA,6121,1,22.40836556,114.2103036
C1334,CHIK FAI STREET,12954,1,22.37474842,114.1760199
C1335,TSANG TAI UK,6051;6052,2,22.37540719,114.1889923
C1336,JAT MIN CHUEN,6072;6073,2,22.37731247,114.1910121
C1337,SHA TIN HEIGHTS ROAD,6036,1,22.37118134,114.1743887
C1338,KENG HAU ROAD,6020;6019,2,22.36631369,114.1685147
C1339,LUK HOP VILLAGE,6021;6022,2,22.363523,114.1645536
C1340,TAI PO ROAD LOOKOUT,6023;6024,2,22.3582668,114.1599231
C1341,SHEUNG LI UK GARDEN,9171,1,22.33533843,114.1623429
C1342,TAI PO KAU PARK,6245,1,22.43256116,114.1899298
C1343,DAI HEI STREET TAI PO,6328;6329,2,22.4539091,114.1905827
C1344,SEWAGE TREATMENT WORKS,6327,1,22.45528191,114.1882414
C1345,FU TIP BUS TERMINUS,10000275;10000295,2,22.462913035,114.17599025
C1346,HONG KONG RED SWASTIKA SOCIETY TAI PO SECONDARY SCHOOL,10000239,1,22.46118813,114.1712878
C1347,BAN TIP HOUSE FU TIP ESTATE,10000237,1,22.46126041,114.172648
C1348,HA HANG,6318;6317,2,22.46098938,114.1843653
C1349,DAI KWAI STREET,6322,1,22.46230764,114.187523
C1350,FO TAN VILLAGE,6132;6133,2,22.39401831,114.196889
C1351,FO TAN (SHAN MEI STREET) BUS TERMINUS,6150;10000038,2,22.396790965,114.19444705
C1352,PRINCE OF WALES HOSPITAL,6079;13381;10000152,3,22.38135991333333,114.2014122
C1353,FUNG KAI NO.1 SECONDARY SCHOOL,6645;13117,2,22.51021552,114.1266454
C1354,FU TEI AU,6692;6691,2,22.51867646,114.1249997
C1355,CHEUNG PO TAU,6694;6693,2,22.52090647,114.1234923
C1356,LO WU STATION ROAD,6699;6698;10000026,3,22.526011656666668,114.1235486
C1357,SANDY RIDGE,6697;6696,2,22.52801408,114.1256767
C1358,SAN UK LING FIRING GROUND,6702;6695,2,22.53066088,114.1286308
C1359,MAN KAM TO (SAN UK LING),13177;6701,2,22.534720919999998,114.13171575
C1360,PO SHEK WU ROAD SHEUNG SHUI,6619;6618,2,22.50669802,114.12609755
C1361,SHEK WU HUI POST OFFICE,6624;6623,2,22.5039033,114.1266963
C1362,THE EDUCATION UNIVERSITY OF HK,6333,1,22.46624439,114.1936834
C1363,LO FAI ROAD TAI PO,6449;6332,2,22.4612416,114.1929346
C1364,YU ON STREET SAM MUN TSAI,6442;6441,2,22.45856685,114.2055258
C1365,SHUEN WAN TYPHOON SHELTER,6444;10278,2,22.45694972,114.2091396
C1366,SHA LAN ROAD,13159;12445,2,22.45722036,114.210461
C1367,SAM MUN TSAI,6445,1,22.45684038,114.2136865
C1368,DAI FU STREET TAI PO,6319;6316,2,22.45966188,114.1848316
C1369,DAI SHUN STREET TAI PO,6323;6320,2,22.4613505,114.186153
C1370,WONG SHEK HOUSE,13352,1,22.33153397,114.2092077
C1371,KWONG FUK ROAD BBI - PLOVER COVE GARDEN,10279,1,22.44896981,114.168403
C1372,CHUNG PAK LONG,6642;6643;6644,3,22.501627253333336,114.11675816666667
C1373,KAM TSIN,6666;6665,2,22.50244475,114.1134697
C1374,HANG TAU,6668;6667,2,22.503327204999998,114.1073513
C1375,KWU TUNG,6670;6669,2,22.50193426,114.1022837
C1376,PAK SHEK AU INTERCHANGE,6685;6686,2,22.50278359,114.0856546
C1377,KI LUN TSUEN,6728,1,22.50028915,114.0820895
C1378,SAN TIN BARRACKS,6729,1,22.49690096,114.0790889
C1379,SAN TIN,6730;6731,2,22.49782977,114.0769307
C1380,MAI PO LUNG,6754;6753,2,22.49586442,114.06804
C1381,MAI PO,6752;10280,2,22.49304243,114.0615603
C1382,MAPLE GARDEN,6734;6735,2,22.486651395,114.05874745
C1383,NGAU TAM MEI,6737;6736,2,22.48200516,114.0586251
C1384,YAU TAM MEI TSUEN,6738,1,22.48031639,114.0585002
C1385,CHUK YUEN,6740;13283;13287,3,22.54536758,114.1518799
C1386,HUNG MO KIU,9945;9944,2,22.44706837,114.0492508
C1387,TUNG SHING LEI,9949;9947,2,22.44438177,114.043609
C1388,YEUNG UK TSUEN,9948,1,22.44419123,114.0425212
C1389,HONG SHUI HOUSE SHUI PIN WAI ESTATE,12710,1,22.44613179,114.021312
C1390,FAN KAM ROAD,6640;6641,2,22.49966653,114.1220232
C1391,KWU TUNG MARKET SHOPPING CENTRE,6672,1,22.50225735,114.0980754
C1392,PAK SHEK AU,6674;6673,2,22.50331243,114.0951106
C1393,SHEK WU WAI,6732;6733,2,22.49494637,114.0726568
C1394,SAN WAI TSUEN,6742,1,22.47241313,114.0562721
C1395,LONG HA,6743,1,22.46933313,114.0554294
C1396,POK WAI,6746;6745,2,22.46473563,114.0540829
C1397,MO FAN HEUNG,6748;6747,2,22.46169182,114.0533472
C1398,FUNG KAT HEUNG,6749;6750,2,22.45747392,114.0524474
C1399,SHA PO TSUEN,9943;10142,2,22.45259636,114.0509944
C1400,TAI SANG WAI,6744,1,22.46922402,114.0544482
C1401,FAIRVIEW PARK,6741,1,22.47276461,114.0553293
C1402,CHAU TAU,6687,1,22.50394846,114.0855663
C1403,NORTH DISTRICT PARK SOUTH GATE,6598,1,22.49738522,114.1330641
C1404,GREEN CODE,6519,1,22.50085595,114.1463678
C1405,KO PO,6509;6510,2,22.51186639,114.1642684
C1406,HUNG LENG,6508;6507,2,22.51411521,114.1681366
C1407,MA MEI HA,6506;6505,2,22.51695995,114.17252
C1408,TAI TONG WU,6504;6503,2,22.51968718,114.1763107
C1409,CHUN YIU,10000032;10000033;10175;10176,4,22.52125846,114.1779922
C1410,LOI TUNG,6499;6500,2,22.52168279,114.1827356
C1411,MAN UK PIN,6498;6497,2,22.52435548,114.1881888
C1412,TAM SHUI HANG,6705;6706,2,22.54462362,114.2185608
C1413,TONG TO,6710;6711,2,22.53875511,114.2135623
C1414,SHA TAU KOK CLINIC,6712;6713,2,22.53564955,114.2095176
C1415,MA TSEUK LENG,6492;6491,2,22.53080169,114.2013705
C1416,HA WO HANG,6494,1,22.52970944,114.198425
C1417,WO HANG,6496;6495,2,22.52598039,114.1944293
C1418,CHUK YUEN TSUEN,6739,1,22.47625122,114.0564922
C1419,HO SHEUNG HEUNG,6671,1,22.50374822,114.0998434
C1420,FANLING SWIMMING POOL,6600;6599,2,22.49520537,114.1369035
C1421,LUNG YEUK TAU,6518;6517,2,22.50391781,114.1494383
C1422,SAN WAI BARRACKS,6516;6515,2,22.50747663,114.1549677
C1423,KWAN TEI,6513;6514,2,22.50968052,114.1588161
C1424,LAU SHUI HEUNG,6512;6511,2,22.51059283,114.1611486
C1425,TAI LONG,6493,1,22.53027825,114.1992027
C1426,SHEK KIU TAU,6489;6490,2,22.531740390000003,114.20423345
C1427,YIM TSO HA,6488;6487,2,22.53257999,114.2055022
C1428,NAM CHUNG,6486;6485,2,22.53404256,114.2074175
C1429,MUK MIN TAU,6707,1,22.5433236,114.2171897
C1430,SHA TAU KOK BUS TERMINUS,12393,1,22.54556137,114.2236553
C1431,ON LOK TSUEN,6520,1,22.49969088,114.1455711
C1432,FANLING LUTHERAN SECONDARY SCHOOL,6601,1,22.49875898,114.1374953
C1433,FANLING LAW COURTS BUILDING,6531;6530,2,22.495684685,114.13982855
C1434,SHING PING VILLAGE,6727;6726,2,22.53193063,114.1533016
C1435,LEE UK VILLAGE,12442;12443,2,22.53350172,114.1519987
C1436,TONG FONG,13290;13288,2,22.53764631,114.1498496
C1437,KAN TAU WAI,13291;13289,2,22.53947931,114.148916
C1438,TA KWU LING POLICE STATION,6703;13285,2,22.54093323,114.1491393
C1439,KAW LIU,13282;13286,2,22.54281177,114.1504902
C1440,LIN MA HANG ROAD,13363;13362,2,22.54922379,114.1536
C1441,TA KWU LING(TSUNG YUEN HA),13284,1,22.55308905,114.1556022
C1442,WAN CHUEN SIN KOON,6725;6724,2,22.52952884,114.155285
C1443,HUNG LENG TSUEN,6714;6715;12444,3,22.515252943333337,114.16668179999999
C1444,CLP SUBSTATION PING CHE,6716;6717,2,22.51834126,114.1655703
C1445,HK BAPTIST ASSEMBLY,6719;6718,2,22.52173644,114.1624985
C1446,PING CHE GARDEN,6720;6721,2,22.52381328,114.1609916
C1447,PING CHE YUEN HA TSUEN,6722,1,22.52669379,114.1592902
C1448,PING YUEN ROAD,6723,1,22.52820179,114.1586874
C1449,NORTH DISTRICT PARK NORTH GATE,6602,1,22.49961624,114.1350169
C1450,CHIK TAK LANE,6060,1,22.37530831,114.1776512
C1451,SUN CHUI BUS TERMINUS,6012;10000028,2,22.36777681,114.1805639
C1452,SAN TIN VILLAGE,6043;6044,2,22.3719308,114.1823506
C1453,S.L.Y. BOWLING GREENS,6110,1,22.38852675,114.2038314
C1454,SUI WO COURT BUS TERMINUS,6144,1,22.3928627,114.1944223
C1455,GOLDFIELD INDUSTRIAL CTR.,6146;6145,2,22.39690411,114.19187840000001
C1456,TSUNG TAU HA ROAD,10000001,1,22.39783859,114.1936266
C1457,KONG PUI ST. REST GDN.,6077;6076;10000054,3,22.378780726666665,114.19758276666666
C1458,SUN TIN WAI BUS TERMINUS,6047,1,22.37086502,114.1861664
C1459,LI K.S. SPECIALIST CLINIC,6078,1,22.37800667,114.2007902
C1460,ST. ROSE OF LIMA'S COLLEGE,6085;6084,2,22.37985742,114.2040046
C1461,HIN YIU ESTATE,6005;12748,2,22.36722598,114.1753889
C1462,NGAU PEI SHA NEW VILLAGE,6092;6093,2,22.37974808,114.209316
C1463,SHATIN INDUSTRIAL CENTRE,6088;6089,2,22.384088015,114.20522405
C1464,PO SHING STREET CITY ONE SHATIN,6108;6109,2,22.38629581,114.20615185
C1465,THE HANG SENG UNIVERSITY OF HONG KONG,6097;6096,2,22.38065968,114.2116175
C1466,BANYAN HOUSE,6099;6098,2,22.38173383,114.21379285
C1467,WONG NAI TAU BUS TERMINUS,6105,1,22.38238308,114.217716
C1468,TO SHEK,13312,1,22.37819583,114.2038295
C1469,FO TAN CHUN YEUNG ESTATE,10000002,1,22.39912125,114.1900529
C1470,HENG ON BUS TERMINUS,6154;13370,2,22.41814081,114.2284203
C1471,KAM YING COURT BUS TERMINUS,6166,1,22.42351096,114.237067
C1472,ALVA HOTEL BY ROYAL,6107;6106,2,22.38369451,114.2088605
C1473,LEE ON BUS TERMINUS,6169,1,22.42545103,114.2409143
C1474,MAPLE STREET,9083,1,22.32672351,114.1655178
C1475,CHUNG ON BUS TERMINUS,6159,1,22.42205157,114.2266442
C1476,PARK BELVEDERE,6163;6162,2,22.41915095,114.2322815
C1477,FO TAN STATION,6130;6131;13260,3,22.39520112,114.1983847
C1478,JUBILEE GARDEN,6127;6128,2,22.39781977,114.1998321
C1479,LOK LO HA VILLAGE,12437,1,22.40131433,114.2014643
C1480,ROYAL ASCOT BUS TERMINUS,6125,1,22.40033908,114.2012019
C1481,TAI WAI BBI - CHIK WAN STREET,13037,1,22.37215666,114.1780201
C1482,CHOI HING COURT,10000030;13423,2,22.33121262,114.2128477
C1483,CHOI FOOK,13034,1,22.32862431,114.217283
C1484,CHOI YIN HOUSE,13035,1,22.32969018,114.2162252
C1485,KENNEDY TOWN BUS TERMINUS/<br>Belcher Bay,3027,1,22.28449859,114.1284245
C1486,"Davis Street, Catchick Street",393;10000306;3025;8019,4,22.282938455,114.128112075
C1487,"Belcher Bay Park, Kennedy Town Praya",399;8017;628;629;392;3028;12529;398;400;637,10,22.285182157,114.13137708000002
C1488,"HILL ROAD/<br>Hill Road, Des Voeux Road West",384;627,2,22.28663194,114.1361479
C1489,"KWAN YICK BUILDING PHASE II/<br>Kwan Yick Building Phase II, Des Voeux Road West",8016;626;385;8015,4,22.287325475,114.137940475
C1490,"WESTERN POLICE STATION/<br>Western Police Station, Des Voeux Road West",353;3196,2,22.28798754,114.1403978
C1491,"CENTRE STREET/<br>Centre Street, Des Voeux Road West",354;625;8013,3,22.288081163333334,114.14179513333333
C1492,"EASTERN STREET/<br>Eastern Street, Des Voeux Road West",355,1,22.28795219,114.144027
C1493,"KO SHING STREET/<br>Ko Shing Street, Des Voeux Road West",356;623;624;8011,4,22.287769695,114.14592654999998
C1494,CHOI TAK SHOPPING CENTRE,13132,1,22.32944717,114.2127308
C1495,CHOI LEUNG HOUSE,13110;13045;13408,3,22.32931117,114.21509273333334
C1496,CADOGAN STREET/<br>Cadogan Street,12985;394;396,3,22.282297173333333,114.12533956666668
C1497,CLEAR WATER BAY 1ST BEACH,8137;8136,2,22.29161886,114.2896354
C1498,TAI WAN TAU ROAD,8135;13031,2,22.29496848,114.2906861
C1499,SHEUNG SZE WAN,8132;8133,2,22.29788595,114.2898539
C1500,LEUNG FAI TIN,8130;8129,2,22.30173544,114.2862759
C1501,NG FAI TIN,8121;8120,2,22.31635874,114.2820944
C1502,MANG KUNG UK,8119;8118,2,22.31544961,114.2774447
C1503,PIK SHA ROAD,8117;10285,2,22.31734775,114.2746314
C1504,SILVERSTRAND MART,8112,1,22.32071822,114.2711493
C1505,HANG HAU ROAD,8114;8113;8109;8110,4,22.32211444,114.26943225000001
C1506,YING YIP ROAD,8115,1,22.32399786,114.2684629
C1507,TAI PO TSAI KAU,8274;8273,2,22.34065562,114.2583877
C1508,H.K.U.S.T. (NORTH),10282,1,22.3386761,114.2619491
C1509,TAI PO TSAI,8276;8275,2,22.33670881,114.25929305
C1510,NGAN YING ROAD,8278;8277,2,22.33028623,114.2628274
C1511,SILVER STRAND MART,8116,1,22.32021195,114.2721098
C1512,TAI AU MUN,8134,1,22.29625922,114.2915897
C1513,CLEAR WATER BAY BUS TERMINUS,13030,1,22.28696081,114.2870989
C1514,HA YEUNG,8128;8127,2,22.30470719,114.2852592
C1515,SHEUNG YEUNG,8125;13032,2,22.31013504,114.2845646
C1516,PAN LONG WAN,8122;8123,2,22.31223089,114.2834307
C1517,H.K.U.S.T. (SHAW AUDITORIUM),13075;10000297,2,22.333546215,114.2629264
C1518,HONG KONG ADVENTIST COLLEGE,8126,1,22.30756087,114.285242
C1519,HA YEUNG SAN TSUEN,8131,1,22.29916923,114.2885157
C1520,"CHINESE RECREATION CLUB/<br>Chinese Recreation Club, Tung Lo Wan Road",636,1,22.27908674,114.1917105
C1521,BOON KIN VILLAGE,8151;8152,2,22.317255154999998,114.27087035
C1522,ST. VINCENT CATHOLIC CHURCH,8111,1,22.31993317,114.2700908
C1523,"QUEEN'S COLLEGE/<br>Queen's College, Tung Lo Wan Road",635,1,22.28098314,114.1920891
C1524,SAI KUNG NORTH (SAI KUNG POLICE STATION),8305;12931,2,22.38373284,114.27209965
C1525,MAU WU TSAI,13139;8169,2,22.31745916,114.2519878
C1526,CHOI MING BUS TERMINUS,13063;1703,2,22.306496095,114.25181695
C1527,WONG SHEK PIER,6234;13147,2,22.435015595,114.3367131
C1528,KO TONG HA YEUNG,6231;6232,2,22.435716704999997,114.33077865
C1529,KO TONG,6230;6229,2,22.43146204,114.3273984
C1530,TO KWA PIN,6228;6227,2,22.428444849999998,114.32848795000001
C1531,PAK TAM CHUNG,6216,1,22.39727998,114.3193497
C1532,WONG KENG TEI,6215;6214,2,22.39491581,114.3172691
C1533,TSAM CHUK WAN,6212;6213,2,22.39250232,114.3093619
C1534,SAI KUNG OUTDOOR TRAINING CAMP,6210;6211,2,22.38804653,114.3027544
C1535,TAI MONG TSAI SAN TSUEN,6205;6209,2,22.39002588,114.300581
C1536,TAI MONG TSAI,13394;6208,2,22.39194203,114.2983686
C1537,AH KUNG WAN,6206;6207,2,22.3914102,114.2970669
C1538,FUNG SAU ROAD,6203;6204,2,22.3887946,114.2926268
C1539,TSO WO HANG,6202;8314,2,22.39249036,114.2893864
C1540,TAI MONG TSAI ROAD WONG CHUK WAN,8313;8312,2,22.39595084,114.2867768
C1541,SHEUNG YIU,6217;6218,2,22.39975114,114.3229358
C1542,TSAK YUE WU,6219;6220,2,22.40148498,114.3229473
C1543,LADY MACLEHOSE HOLIDAY VILLAGE,6221;6222,2,22.40544733,114.3251755
C1544,PAK TAM AU MANAGEMENT CENTRE,6223;6224,2,22.41681226,114.3299274
C1545,PAK TAM AU,6226;6225,2,22.42102746,114.3320494
C1546,TAI TAN BARBECUE SITE,6233,1,22.43697274,114.334622
C1547,TSUI LAM BUS TERMINUS,8176,1,22.3228157,114.2489138
C1548,MUK MIN SHAN,13145;13146,2,22.38865375,114.273312
C1549,SHA KOK MEI,8308;8307,2,22.38655078,114.2713781
C1550,KIN SANG BUS TERMINUS,9843,1,22.40641109,113.9688728
C1551,SHEK PAI STATION,9799;9800,2,22.40187676,113.9680638
C1552,KEI LUN WAI,9846;9845,2,22.41051152,113.9765005
C1553,HUNG SHUI KIU (HUNG YUEN ROAD) BUS TERMINUS,12989,1,22.43511754,113.9979331
C1554,"Golden Bauhinia Square, Expo Drive East",274;10000141,2,22.284239380000002,114.17403125000001
C1555,CONVENTION AVENUE,13204,1,22.28262741,114.1743223
C1556,WESTERN FIRE SERVICES STREET,12875,1,22.28883757,114.1459385
C1557,"Marsh Road, Hennessy Road",1504;135,2,22.279082865,114.1804936
C1558,LOHAS PARK STATION,13064,1,22.29640039,114.268406
C1559,"HAU TAK LANE/<br>Hau Tak Lane, Wong Nai Chung Road",13224;418;618,3,22.274632296666667,114.17879226666666
C1560,HONG WAH COURT,12917,1,22.313617,114.2406302
C1561,SHEK YAM ESTATE,13160,1,22.37175479,114.1385603
C1562,TUEN MUN HOSPITAL,9844,1,22.40858692,113.9756001
C1563,AU TAU,9946;10137,2,22.4431227,114.0500607
C1564,HA KO PO TSUEN,10139;10138,2,22.44179726,114.0526751
C1565,KO PO TSUEN,10140;10141,2,22.44012932,114.0562223
C1566,CHILIN BUDDHIST PRIMARY SCHOOL,1701,1,22.30988731,114.2605826
C1567,"Tseung Kwan O Station, Po Yap Road",13190;1707;12520,3,22.307127230000003,114.26006016666668
C1568,YING TUNG ESTATE BUS TERMINUS,10000062;13262,2,22.29716175,113.9532701
C1569,THE VISIONARY,13232;13231,2,22.29562942,113.9520741
C1570,CARIBBEAN COAST PHASE 2,10352;12250,2,22.29190604,113.9500713
C1571,YI TUNG ROAD,10353,1,22.29089167,113.9479769
C1572,E WUN SECONDARY SCHOOL,10354,1,22.29085984,113.9446388
C1573,SEAVIEW CRESCENT,10355;10349,2,22.29246565,113.9435007
C1574,TUNG CHUNG DEVELOPMENT PIER,10347,1,22.29363532,113.9405293
C1575,AIR MAIL CENTRE,951;979,2,22.30173104,113.9312817
C1576,CHEK LAP KOK FIRE STATION,1345,1,22.30028027,113.9333756
C1577,Cathay Dining,12507,1,22.30215199,113.9349736
C1578,CATHAY PACIFIC CITY,909;950,2,22.29768848,113.9333607
C1579,AVIATION FUEL TANK FARM,927;932,2,22.29293656,113.9321365
C1580,COASTAL SKYLINE,10348,1,22.29091573,113.9458323
C1581,CARIBBEAN COAST PHASE 1,10351,1,22.29333521,113.9517575
C1582,YAT TUNG ESTATE BUS TERMINUS,12539,1,22.28216888,113.9360074
C1583,"MEI YAT HOUSE, YAT TUNG ESTATE",11084;11080;13221,3,22.28171892333333,113.9391165
C1584,TUNG CHUNG FIRE STATION,944;942,2,22.28621311,113.941158
C1585,CHEONG LIN ROAD,9263,1,22.31077845,113.9365116
C1586,CHUN WAN ROAD SOUTH,9267,1,22.29627177,113.9281228
C1587,HACTL,978,1,22.2970326,113.9296062
C1588,"Terminal 1 (North), Cheong Tat Road/<br>Terminal 1 (North), Cheong Tat Road",9261,1,22.31687249,113.935453
C1589,"REGAL AIRPORT HOTEL/<br>Regal Airport Hotel, Cheong Tat Road",931,1,22.31939885,113.933983
C1590,ASIAWORLD EXPO BUS TERMINUS,13309;982,2,22.31954854,113.94055850000001
C1591,"HONG KONG SKYCITY MARRIOTT HOTEL/<br>Hong Kong SkyCity Marriott Hotel, Sky City Road East",13054;13304,2,22.317376005,113.94319730000001
C1592,"CAD HEADQUARTERS/<br>CAD Headquarters, Tung Fai Road",9264,1,22.3036746,113.9386782
C1593,"TUNG CHUNG CABLE CAR TERMINAL/<br>Tung Chung Cable Car Terminal, Tat Tung Road",933,1,22.2892619,113.9387318
C1594,DISNEYLAND BUS TERMINUS/<br>Disneyland,12351,1,22.31652952,114.0456815
C1595,LANTAU LINK INTERCHANGE/<br>Lantau Link Bus-Bus Interchange,10240;10239,2,22.33823605,114.0420793
C1596,AIRPORT FREIGHT FORWARDING CTR.,947,1,22.2951557,113.9246798
C1597,CHUN WAN ROAD NORTH,1336,1,22.29500912,113.9233408
C1598,TUNG CHUNG CRESCENT,945;941,2,22.28732102,113.9392008
C1599,"KUI YAT HOUSE, YAT TUNG ESTATE",12505,1,22.282685,113.9369381
C1600,TUNG CHUNG STATION BUS TERMINUS/<br>Tung Chung Station,926;13396;12035,3,22.290055026666668,113.93972023333333
C1601,"CAD HEADQUARTER/<br>CAD Headquarters, Tung Yiu Road",13328,1,22.30422714,113.9398225
C1602,TERMINAL 1 (ALIGHTING STOP),12941;12072,2,22.315040445,113.9362277
C1603,ASIA AIRFREIGHT TERMINAL,937,1,22.29581802,113.9208842
C1604,CHEK LAP KOK SOUTH ROAD,1348;1347,2,22.29191997,113.9287321
C1605,AIRPORT (GTC) BUS TERMINUS,929;10000034;12940;13166,4,22.3131096375,113.937393275
C1606,"YU NGA COURT, YING HEI ROAD",10000042,1,22.2942868,113.947719
C1607,CENTURY LINK,13299;13230,2,22.29452118,113.95063965
C1608,FU TUNG PLAZA,1333;13222,2,22.289004634999998,113.9419005
C1609,"FUK YAT HOUSE, YAT TUNG ESTATE",13347;10339;10000231,3,22.278633463333335,113.93301523333332
C1610,Sheung Lang Pei,943;11057;11053,3,22.279169296666666,113.93707346666667
C1611,"NGA SHING HOUSE, YU NGA COURT",10000219,1,22.29644614,113.948453
C1612,Sheraton Hong Kong Tung Chung Hotel,10000220;10000259,2,22.29539175,113.94680020000001
C1613,Pillar Point,10000008;12589;12868,3,22.36852220333333,113.94874343333333
C1614,TUEN MUN CHEK LAP KOK TUNNEL INTERCHANGE,10000007,1,22.36868019,113.947646
C1615,TAI PO TAU BUS TERMINUS,6450,1,22.45476683,114.1612521
C1616,SKYCITY BUS TERMINUS,10000258,1,22.31657396,113.9412381
C1617,KWAI FONG (SOUTH) BUS TERMINUS,13348,1,22.35465671,114.1266334
C1618,CITYGATE,12545,1,22.29021379,113.9412532
C1619,BUTTERFLY BEACH,12702;12871,2,22.37564966,113.9592281
C1620,HZMB PASSENGER CLEARANCE BUILDING (ALIGHTING STOP),13346,1,22.31729125,113.9502924
C1621,HZMB HONG KONG PORT,13345,1,22.31614483,113.9506242
C1622,Lyndhurst Terrace,263;262,2,22.28220142,114.15423150000001
C1623,"Zetland Street, Ice House Street",1439,1,22.27982667,114.1565752
C1624,"Wan Chai Promenade, Hung Hing Road",10000245,1,22.28288027,114.1792808
C1625,"Shing Ping Mansion, Sing Woo Road",3038;572,2,22.26803813,114.18668835
C1626,"Green Lane, Blue Pool Road",10297;3044;3045;3039;13374,5,22.265109356000004,114.18867806
C1627,"Hollywood Road Park, Hollywood Road",1507;323;507;12568;1508,5,22.286116124,114.14805057999999
